Gender,AgeGroup,Education,Profession,Income,Switcher,LastPurchase,Annual_Spend,APhone
M,25-34,Associate,Student,38223,1,1,358.0,0.0
M,65+,Associate,Programmer,89282,1,1,749.0,0.0
M,25-34,HighSchool,Janitor,10086,1,1,530.0,0.0
F,65+,HighSchool,Teacher,16584,0,2,536.0,0.0
M,35-44,Masters,Lawyer,146642,1,1,779.0,1.0
F,18-24,Masters,Technician,57601,1,1,1269.0,1.0
M,25-34,HighSchool,Teacher,10197,1,2,511.0,0.0
F,18-24,HighSchool,Clerk,8819,1,2,657.0,0.0
M,35-44,Masters,Entrepreneur,142919,0,3,889.0,1.0
M,45-54,Masters,Performer,100983,1,1,382.0,0.0
M,55-64,Masters,Lawyer,348504,0,2,733.0,0.0
M,55-64,Masters,Lawyer,226554,1,1,1352.0,1.0
M,45-54,Masters,Programmer,96204,0,4,536.0,0.0
M,35-44,Doctorate,Doctor,285734,0,3,219.0,0.0
F,35-44,Doctorate,Entrepreneur,174216,0,2,1438.0,0.0
M,55-64,Masters,Technician,78357,0,2,655.0,0.0
F,65+,Masters,Executive,220438,0,3,882.0,1.0
F,65+,HighSchool,Janitor,15008,1,1,202.0,0.0
M,25-34,Bachelors,Manager,94247,0,5,722.0,0.0
F,55-64,Masters,Executive,149196,1,1,215.0,0.0
F,25-34,Masters,Nurse,50268,1,2,926.0,1.0
M,35-44,HighSchool,Student,13568,1,1,725.0,0.0
F,45-54,Doctorate,Doctor,164675,0,2,410.0,0.0
M,65+,HighSchool,Student,23014,0,3,438.0,0.0
M,65+,HighSchool,Secretary,29886,0,2,358.0,0.0
M,25-34,Associate,Secretary,14554,1,2,303.0,0.0
F,65+,Masters,Doctor,274338,1,1,868.0,1.0
M,18-24,Bachelors,Technician,50215,1,1,412.0,0.0
M,25-34,HighSchool,Teacher,21210,0,2,1455.0,0.0
M,25-34,HighSchool,Secretary,21859,0,2,223.0,0.0
M,18-24,HighSchool,Janitor,22984,1,2,592.0,0.0
M,55-64,Doctorate,Executive,304713,0,2,1132.0,0.0
M,55-64,HighSchool,Janitor,15012,0,2,724.0,0.0
M,25-34,HighSchool,Student,10471,1,2,472.0,0.0
M,65+,Associate,Secretary,15588,1,1,301.0,0.0
M,25-34,Associate,Technician,69466,1,1,440.0,0.0
M,45-54,Doctorate,Entrepreneur,217902,0,3,1398.0,1.0
F,25-34,Doctorate,Executive,158577,1,1,329.0,0.0
F,25-34,Masters,Entrepreneur,132129,1,2,255.0,0.0
M,18-24,HighSchool,Student,8009,1,1,327.0,0.0
F,35-44,Associate,Secretary,39253,0,2,653.0,0.0
M,25-34,Bachelors,Architect,44296,0,5,561.0,0.0
F,25-34,HighSchool,Student,21962,1,1,380.0,0.0
M,25-34,HighSchool,Secretary,10001,1,1,388.0,0.0
M,55-64,Bachelors,Technician,75903,0,2,1470.0,1.0
M,35-44,Masters,Programmer,52026,0,4,1394.0,1.0
M,55-64,Masters,Performer,280720,0,3,693.0,0.0
M,55-64,HighSchool,Teacher,25486,0,5,284.0,0.0
M,25-34,HighSchool,Secretary,26885,0,2,579.0,0.0
F,25-34,Associate,Teacher,13573,1,2,527.0,0.0
M,55-64,Masters,Nurse,43182,0,2,744.0,0.0
M,35-44,Bachelors,Executive,259757,1,2,1071.0,1.0
F,65+,Masters,Lawyer,150930,0,4,1016.0,1.0
F,65+,Masters,Entrepreneur,145755,0,3,527.0,0.0
F,55-64,Bachelors,Doctor,215293,0,3,675.0,0.0
F,45-54,Masters,Entrepreneur,112662,0,5,1388.0,1.0
F,55-64,Bachelors,Lawyer,301212,1,2,1142.0,1.0
M,65+,Masters,Entrepreneur,143239,0,3,1156.0,1.0
F,45-54,HighSchool,Teacher,24294,1,2,729.0,1.0
M,45-54,Masters,Executive,142880,0,4,1176.0,1.0
M,45-54,Masters,Doctor,200494,1,1,368.0,0.0
M,18-24,HighSchool,Teacher,24622,1,2,614.0,0.0
M,35-44,Bachelors,Nurse,40936,1,1,280.0,0.0
F,25-34,Masters,Entrepreneur,165453,1,1,552.0,0.0
M,18-24,HighSchool,Secretary,16951,1,2,550.0,0.0
F,25-34,Masters,Nurse,43732,1,2,289.0,0.0
M,45-54,Masters,Lawyer,114417,1,2,778.0,0.0
M,35-44,HighSchool,Janitor,28604,0,2,687.0,0.0
M,65+,Doctorate,Executive,109819,0,4,753.0,0.0
F,18-24,Associate,Teacher,34591,1,2,546.0,0.0
F,55-64,HighSchool,Teacher,31967,1,1,910.0,1.0
F,35-44,HighSchool,Teacher,37734,0,3,368.0,0.0
M,18-24,Associate,Student,30294,1,2,411.0,0.0
F,55-64,Bachelors,Entrepreneur,334347,0,5,850.0,1.0
M,45-54,Associate,Teacher,15659,0,5,543.0,0.0
M,55-64,Masters,Nurse,76309,0,2,1350.0,0.0
M,45-54,Doctorate,Performer,185776,1,2,489.0,0.0
M,65+,HighSchool,Student,26007,0,2,455.0,0.0
F,25-34,HighSchool,Teacher,38426,1,1,568.0,0.0
M,65+,Masters,Doctor,269781,1,1,1147.0,0.0
M,25-34,Bachelors,Performer,142012,1,1,286.0,0.0
F,45-54,HighSchool,Janitor,17885,1,1,378.0,0.0
F,18-24,Associate,Architect,47131,0,2,1417.0,1.0
M,25-34,Bachelors,Architect,72571,1,2,606.0,0.0
M,45-54,HighSchool,Secretary,34172,1,2,520.0,0.0
F,45-54,Bachelors,Entrepreneur,133599,0,3,1292.0,1.0
M,45-54,Doctorate,Entrepreneur,121070,1,1,640.0,0.0
F,65+,Masters,Manager,72309,0,3,1024.0,1.0
M,25-34,HighSchool,Secretary,10939,0,3,732.0,0.0
M,65+,Masters,Entrepreneur,150802,0,5,179.0,0.0
F,45-54,Masters,Performer,185373,1,1,679.0,0.0
M,65+,Bachelors,Performer,305641,1,1,1227.0,0.0
F,35-44,HighSchool,Student,31492,0,2,759.0,1.0
M,55-64,Masters,Lawyer,315157,0,3,447.0,0.0
M,25-34,HighSchool,Teacher,29307,1,2,742.0,0.0
M,65+,Bachelors,Lawyer,336571,0,4,1357.0,1.0
M,45-54,Masters,Lawyer,288948,0,4,604.0,0.0
M,25-34,HighSchool,Student,14742,1,1,866.0,1.0
M,35-44,HighSchool,Student,38751,0,4,424.0,0.0
M,55-64,Bachelors,Doctor,124148,0,5,419.0,0.0
M,18-24,HighSchool,Secretary,27976,1,2,471.0,0.0
F,45-54,HighSchool,Secretary,15343,0,5,672.0,0.0
F,25-34,HighSchool,Janitor,10111,1,1,1122.0,1.0
M,35-44,HighSchool,Student,26241,0,2,216.0,0.0
M,25-34,HighSchool,Clerk,10003,0,4,181.0,0.0
M,25-34,Associate,Student,10200,0,3,582.0,0.0
M,45-54,Bachelors,Performer,206563,0,3,548.0,0.0
M,45-54,Bachelors,Doctor,137194,0,3,325.0,0.0
M,35-44,Masters,Performer,222548,0,4,241.0,0.0
M,18-24,HighSchool,Secretary,39370,1,2,631.0,0.0
M,45-54,HighSchool,Clerk,16526,0,3,715.0,0.0
M,55-64,HighSchool,Clerk,28237,0,3,704.0,1.0
M,25-34,Masters,Performer,175576,0,2,703.0,0.0
M,45-54,Masters,Entrepreneur,154748,0,5,1161.0,1.0
M,25-34,Bachelors,Manager,50724,1,2,571.0,0.0
F,55-64,HighSchool,Student,17035,1,1,1366.0,0.0
M,18-24,Associate,Teacher,32659,1,2,465.0,0.0
M,35-44,Masters,Lawyer,157619,1,1,255.0,0.0
M,25-34,Masters,Performer,133784,0,3,710.0,0.0
M,35-44,Bachelors,Technician,73590,0,4,974.0,1.0
M,45-54,Masters,Entrepreneur,225107,1,1,1090.0,1.0
F,25-34,Masters,Architect,40098,1,2,1171.0,1.0
M,65+,HighSchool,Janitor,22130,1,2,693.0,0.0
F,65+,Masters,Programmer,88315,0,5,1293.0,1.0
M,25-34,Masters,Architect,80214,1,2,607.0,0.0
M,65+,HighSchool,Teacher,16277,1,2,699.0,0.0
M,55-64,HighSchool,Clerk,15367,0,2,466.0,0.0
F,45-54,Doctorate,Doctor,222095,0,2,771.0,1.0
M,35-44,Masters,Performer,291672,0,5,458.0,0.0
F,18-24,HighSchool,Clerk,30890,1,2,356.0,0.0
M,18-24,Associate,Teacher,15233,1,1,510.0,0.0
M,25-34,Bachelors,Programmer,71673,0,2,843.0,0.0
M,65+,Bachelors,Manager,55265,0,2,1264.0,1.0
M,35-44,Doctorate,Lawyer,223726,1,1,1327.0,1.0
F,55-64,HighSchool,Teacher,30202,0,3,480.0,0.0
M,55-64,Associate,Programmer,59724,0,4,747.0,0.0
M,25-34,HighSchool,Teacher,17017,1,2,418.0,0.0
M,18-24,HighSchool,Teacher,8073,1,2,234.0,0.0
F,35-44,Bachelors,Doctor,236818,1,1,482.0,0.0
M,35-44,Associate,Janitor,30986,0,5,679.0,0.0
M,18-24,HighSchool,Secretary,8745,1,1,554.0,0.0
M,25-34,HighSchool,Clerk,10090,0,5,638.0,0.0
F,25-34,Associate,Janitor,27351,1,2,698.0,0.0
M,65+,HighSchool,Teacher,30572,1,1,502.0,0.0
M,55-64,Bachelors,Performer,139377,0,3,543.0,0.0
M,55-64,Bachelors,Performer,114390,1,1,655.0,0.0
F,65+,Associate,Nurse,55249,0,5,1069.0,1.0
M,35-44,Doctorate,Executive,166408,0,2,361.0,0.0
M,25-34,Associate,Student,10666,1,1,586.0,0.0
F,55-64,HighSchool,Janitor,26154,0,5,243.0,0.0
M,35-44,Associate,Student,27396,0,2,1214.0,1.0
F,18-24,Bachelors,Nurse,61479,0,2,1416.0,1.0
F,55-64,Associate,Janitor,18341,1,1,604.0,0.0
M,45-54,Doctorate,Entrepreneur,106579,0,4,361.0,0.0
M,35-44,HighSchool,Student,19519,0,2,1287.0,1.0
M,65+,HighSchool,Secretary,15154,0,3,540.0,0.0
M,65+,Masters,Doctor,218132,0,3,865.0,1.0
M,25-34,Bachelors,Nurse,88035,1,1,679.0,0.0
M,25-34,Associate,Teacher,11435,1,2,414.0,0.0
M,25-34,Associate,Technician,66720,1,2,611.0,0.0
M,25-34,Doctorate,Performer,137990,0,2,314.0,0.0
M,65+,Bachelors,Architect,53418,0,4,616.0,0.0
F,65+,Doctorate,Lawyer,104140,1,1,1470.0,1.0
M,35-44,HighSchool,Secretary,14020,0,3,219.0,0.0
M,35-44,HighSchool,Clerk,13192,0,4,1050.0,1.0
M,45-54,Bachelors,Lawyer,150404,0,5,244.0,0.0
F,65+,HighSchool,Clerk,17038,1,1,840.0,1.0
M,55-64,Masters,Executive,303514,0,4,615.0,0.0
M,25-34,Associate,Clerk,18499,1,2,731.0,0.0
F,65+,Bachelors,Performer,254433,0,5,726.0,0.0
F,45-54,Masters,Programmer,51824,0,2,283.0,0.0
F,45-54,HighSchool,Janitor,35723,0,5,419.0,0.0
M,35-44,Associate,Secretary,22655,0,5,752.0,0.0
M,55-64,Doctorate,Doctor,219825,1,1,590.0,0.0
M,35-44,Bachelors,Technician,73728,0,4,547.0,0.0
M,65+,Masters,Technician,97734,1,1,932.0,0.0
F,25-34,Bachelors,Programmer,81343,1,2,724.0,0.0
F,25-34,Bachelors,Performer,164113,1,2,517.0,0.0
F,45-54,Masters,Architect,73821,0,5,235.0,0.0
M,45-54,Bachelors,Programmer,87683,0,4,225.0,0.0
F,18-24,HighSchool,Student,19166,1,2,393.0,0.0
F,45-54,HighSchool,Clerk,22281,0,4,352.0,0.0
F,45-54,Doctorate,Doctor,225761,1,1,686.0,0.0
M,25-34,Bachelors,Performer,162735,1,2,676.0,0.0
F,35-44,Associate,Clerk,36801,0,5,212.0,0.0
M,45-54,Associate,Student,37333,0,2,644.0,0.0
M,45-54,Masters,Lawyer,206023,1,2,779.0,1.0
F,25-34,Associate,Teacher,22391,1,1,456.0,0.0
F,65+,Bachelors,Performer,226826,0,2,822.0,0.0
F,45-54,HighSchool,Clerk,37079,0,3,328.0,0.0
F,65+,Masters,Lawyer,308298,1,1,456.0,0.0
M,25-34,Masters,Entrepreneur,154472,1,1,681.0,0.0
M,45-54,Associate,Teacher,16956,0,4,1207.0,0.0
F,55-64,HighSchool,Janitor,39441,0,5,572.0,0.0
F,25-34,Doctorate,Executive,124561,1,1,1465.0,1.0
M,25-34,Associate,Janitor,11068,1,1,558.0,0.0
F,35-44,HighSchool,Teacher,15764,1,2,1104.0,1.0
M,35-44,Masters,Architect,65182,0,5,532.0,0.0
M,65+,Masters,Performer,150134,1,1,617.0,0.0
M,45-54,Masters,Performer,246639,1,2,409.0,0.0
M,45-54,Associate,Secretary,15958,0,4,377.0,0.0
F,35-44,Doctorate,Lawyer,173523,1,2,814.0,1.0
M,25-34,Masters,Lawyer,176238,1,2,209.0,0.0
F,65+,Masters,Lawyer,279277,0,2,711.0,1.0
M,55-64,Associate,Nurse,61763,1,2,225.0,0.0
M,25-34,Doctorate,Entrepreneur,184896,1,1,328.0,0.0
M,65+,Doctorate,Entrepreneur,126719,1,1,306.0,0.0
M,45-54,HighSchool,Teacher,16809,1,2,1187.0,1.0
M,35-44,HighSchool,Teacher,14831,0,3,439.0,0.0
F,55-64,Doctorate,Performer,315583,1,2,205.0,0.0
M,45-54,Doctorate,Executive,216507,0,4,703.0,0.0
M,65+,Masters,Performer,380624,0,5,457.0,0.0
F,65+,HighSchool,Janitor,27813,1,1,913.0,1.0
M,35-44,Bachelors,Technician,77052,1,1,1268.0,1.0
F,55-64,HighSchool,Clerk,15877,1,1,739.0,0.0
M,25-34,HighSchool,Secretary,35151,1,1,566.0,0.0
F,45-54,Doctorate,Executive,291821,1,1,1038.0,1.0
M,18-24,HighSchool,Clerk,17710,1,2,680.0,0.0
M,35-44,Bachelors,Programmer,71561,1,2,684.0,0.0
F,55-64,Doctorate,Performer,227806,0,5,540.0,0.0
M,25-34,Doctorate,Lawyer,161289,1,2,310.0,0.0
F,25-34,HighSchool,Janitor,34475,1,2,338.0,0.0
M,45-54,Masters,Architect,59928,0,4,754.0,0.0
M,25-34,Bachelors,Architect,44884,1,1,948.0,1.0
M,45-54,Masters,Executive,281146,1,2,1254.0,1.0
M,35-44,Associate,Secretary,28202,0,2,672.0,0.0
M,25-34,Masters,Performer,184988,1,2,454.0,0.0
M,55-64,Bachelors,Performer,275796,0,4,178.0,0.0
M,55-64,Associate,Janitor,32943,0,5,700.0,0.0
F,45-54,Associate,Janitor,38594,0,5,299.0,0.0
M,35-44,Masters,Entrepreneur,107845,0,4,706.0,0.0
F,35-44,Associate,Teacher,31339,0,4,706.0,1.0
F,35-44,Masters,Executive,128649,0,4,233.0,0.0
F,55-64,Masters,Performer,101729,0,5,399.0,0.0
M,18-24,Associate,Student,8053,1,1,550.0,0.0
M,55-64,Bachelors,Doctor,263718,0,3,760.0,1.0
F,55-64,Masters,Entrepreneur,262109,0,4,873.0,1.0
F,35-44,Associate,Clerk,13424,0,3,1420.0,1.0
F,45-54,Masters,Performer,132708,0,3,236.0,0.0
M,35-44,Masters,Lawyer,116593,0,4,754.0,0.0
M,25-34,Masters,Lawyer,142476,1,1,1144.0,1.0
F,18-24,Bachelors,Architect,64920,1,1,1381.0,1.0
M,55-64,Masters,Programmer,49920,0,3,483.0,0.0
M,65+,Doctorate,Doctor,252186,1,1,632.0,0.0
F,45-54,Bachelors,Lawyer,117857,0,3,642.0,0.0
M,35-44,Doctorate,Entrepreneur,285433,0,2,769.0,1.0
F,35-44,Associate,Janitor,28117,0,4,372.0,0.0
F,18-24,HighSchool,Student,8076,1,1,326.0,0.0
M,25-34,Doctorate,Executive,113370,0,2,1172.0,0.0
M,45-54,Doctorate,Entrepreneur,306051,0,3,1171.0,1.0
M,35-44,HighSchool,Secretary,13162,0,5,762.0,0.0
F,45-54,Masters,Performer,104374,1,1,641.0,0.0
F,25-34,HighSchool,Secretary,10175,1,1,656.0,0.0
M,35-44,Bachelors,Performer,118914,0,2,432.0,0.0
F,45-54,Masters,Executive,257412,0,2,674.0,0.0
M,35-44,Bachelors,Programmer,55291,1,2,665.0,0.0
M,65+,Masters,Entrepreneur,162583,1,1,691.0,0.0
M,65+,Associate,Student,38925,1,2,195.0,0.0
F,25-34,Doctorate,Performer,137543,0,5,982.0,1.0
M,18-24,Associate,Clerk,35920,0,3,283.0,0.0
F,25-34,Masters,Performer,152927,0,2,249.0,0.0
M,55-64,Masters,Lawyer,116659,1,1,1338.0,1.0
F,35-44,Masters,Entrepreneur,206011,0,2,573.0,0.0
M,55-64,HighSchool,Student,22545,1,1,350.0,0.0
F,35-44,HighSchool,Teacher,13944,0,2,273.0,0.0
M,45-54,Bachelors,Technician,78141,0,4,737.0,1.0
F,55-64,Masters,Lawyer,222867,1,1,207.0,0.0
M,45-54,Doctorate,Doctor,276771,0,2,725.0,1.0
M,25-34,HighSchool,Secretary,16624,1,1,458.0,0.0
M,55-64,Masters,Performer,341294,0,4,212.0,0.0
F,35-44,HighSchool,Teacher,32593,1,2,617.0,0.0
F,35-44,Masters,Entrepreneur,284677,0,2,1455.0,1.0
F,65+,Doctorate,Entrepreneur,318881,0,4,226.0,0.0
M,35-44,Associate,Janitor,18951,0,5,1363.0,1.0
F,65+,Masters,Nurse,65086,0,3,408.0,0.0
F,18-24,Associate,Student,10138,1,2,553.0,0.0
F,18-24,Associate,Janitor,12293,1,2,1459.0,1.0
F,45-54,Associate,Teacher,31095,0,5,690.0,0.0
F,45-54,Doctorate,Doctor,188598,0,5,1062.0,1.0
M,35-44,Associate,Student,37629,0,4,798.0,1.0
F,35-44,Masters,Performer,105219,0,5,615.0,0.0
F,65+,Bachelors,Doctor,290949,0,2,1452.0,1.0
M,25-34,HighSchool,Janitor,11824,1,1,334.0,0.0
M,25-34,Masters,Entrepreneur,185973,1,2,949.0,1.0
M,45-54,Masters,Entrepreneur,155977,1,1,1094.0,1.0
F,25-34,Bachelors,Nurse,41497,0,3,1187.0,1.0
M,45-54,Masters,Programmer,69207,1,1,646.0,0.0
F,65+,Masters,Performer,163946,0,2,340.0,0.0
M,25-34,HighSchool,Student,22103,1,2,755.0,0.0
M,35-44,Masters,Entrepreneur,178623,1,1,261.0,0.0
M,55-64,Associate,Secretary,15232,0,2,716.0,0.0
M,55-64,Associate,Secretary,38581,1,1,469.0,0.0
M,55-64,Bachelors,Executive,271695,0,4,886.0,1.0
F,55-64,Doctorate,Entrepreneur,202360,1,1,235.0,0.0
M,65+,HighSchool,Janitor,34272,0,3,542.0,0.0
M,65+,Associate,Janitor,16243,0,5,299.0,0.0
F,65+,Masters,Lawyer,321824,0,3,1251.0,1.0
M,55-64,Masters,Lawyer,257826,0,4,855.0,1.0
M,35-44,Associate,Teacher,18252,1,1,452.0,0.0
F,65+,Doctorate,Lawyer,349416,0,2,1365.0,1.0
M,25-34,HighSchool,Janitor,39080,1,2,555.0,0.0
F,65+,Masters,Lawyer,100946,1,1,742.0,0.0
F,35-44,Masters,Manager,79824,0,4,1108.0,1.0
M,35-44,Masters,Lawyer,165018,0,5,1434.0,1.0
M,65+,Bachelors,Programmer,45954,0,2,1461.0,1.0
F,35-44,Bachelors,Architect,98887,0,2,257.0,0.0
M,45-54,Masters,Nurse,86612,0,3,712.0,0.0
F,25-34,Masters,Technician,40318,0,5,1028.0,1.0
M,65+,Bachelors,Programmer,45533,0,4,439.0,0.0
F,45-54,Associate,Teacher,34735,1,2,330.0,0.0
M,55-64,HighSchool,Secretary,19907,0,5,686.0,0.0
M,18-24,Associate,Teacher,8529,1,1,684.0,0.0
F,45-54,Bachelors,Manager,44698,1,1,1255.0,1.0
F,55-64,HighSchool,Clerk,19430,0,2,456.0,0.0
M,25-34,HighSchool,Janitor,32747,1,1,612.0,0.0
M,35-44,Masters,Technician,64108,0,3,671.0,0.0
F,65+,Masters,Lawyer,171777,0,5,1288.0,1.0
F,35-44,Doctorate,Executive,131372,0,4,801.0,0.0
M,55-64,Masters,Entrepreneur,108149,0,2,1114.0,1.0
M,55-64,Doctorate,Doctor,326918,0,5,768.0,0.0
M,45-54,HighSchool,Janitor,15499,0,2,899.0,1.0
M,65+,HighSchool,Janitor,15025,0,5,577.0,0.0
F,35-44,HighSchool,Student,19816,1,2,732.0,0.0
M,18-24,HighSchool,Clerk,9537,1,1,486.0,0.0
F,35-44,Masters,Executive,168100,1,1,1256.0,1.0
F,45-54,Doctorate,Entrepreneur,190821,1,1,293.0,0.0
M,65+,Masters,Doctor,233853,1,2,580.0,0.0
F,45-54,Masters,Entrepreneur,120637,0,4,1276.0,1.0
M,65+,Doctorate,Entrepreneur,170320,0,3,1027.0,1.0
M,55-64,Associate,Student,17015,0,5,1294.0,0.0
F,35-44,Associate,Clerk,23623,1,1,433.0,0.0
F,25-34,Bachelors,Executive,105963,1,2,720.0,0.0
M,25-34,HighSchool,Secretary,18923,0,5,1375.0,1.0
M,45-54,Masters,Executive,135799,0,4,345.0,0.0
M,25-34,Bachelors,Manager,64878,1,2,538.0,0.0
M,65+,Bachelors,Nurse,92657,0,5,1218.0,1.0
F,65+,HighSchool,Secretary,20657,0,2,243.0,0.0
M,55-64,Masters,Doctor,162317,0,5,1109.0,1.0
M,25-34,Masters,Technician,43806,1,1,760.0,0.0
F,25-34,HighSchool,Clerk,11667,1,2,544.0,0.0
M,55-64,Associate,Student,30499,0,5,280.0,0.0
F,55-64,Bachelors,Nurse,85680,1,1,175.0,0.0
M,45-54,Associate,Janitor,15028,1,1,381.0,0.0
M,35-44,Associate,Janitor,39827,0,4,626.0,0.0
M,25-34,Bachelors,Technician,48061,0,3,502.0,0.0
M,65+,Masters,Performer,103298,0,2,481.0,0.0
F,45-54,Bachelors,Programmer,72570,0,5,307.0,0.0
F,55-64,Doctorate,Performer,293645,1,2,501.0,0.0
F,65+,Associate,Janitor,17786,0,4,425.0,0.0
M,45-54,Masters,Lawyer,142545,0,4,797.0,1.0
F,65+,Doctorate,Lawyer,229518,0,2,1468.0,1.0
F,35-44,Masters,Lawyer,243513,1,1,1309.0,1.0
F,35-44,Bachelors,Architect,52954,1,1,345.0,0.0
M,25-34,Masters,Performer,135428,1,1,513.0,0.0
M,25-34,Doctorate,Performer,161650,1,2,543.0,0.0
F,55-64,HighSchool,Clerk,15069,0,2,554.0,0.0
F,45-54,Masters,Executive,288281,1,2,721.0,0.0
M,45-54,HighSchool,Clerk,32125,1,1,181.0,0.0
F,55-64,Doctorate,Entrepreneur,312852,1,2,1178.0,1.0
M,45-54,Masters,Doctor,212928,0,3,761.0,0.0
M,45-54,Bachelors,Performer,206931,0,3,842.0,1.0
F,55-64,Associate,Janitor,16053,1,1,747.0,1.0
M,65+,Bachelors,Technician,42034,0,2,663.0,0.0
M,35-44,Masters,Performer,281079,0,4,294.0,0.0
F,45-54,HighSchool,Student,33367,0,3,592.0,0.0
M,25-34,Masters,Architect,43721,1,1,353.0,0.0
M,55-64,Masters,Lawyer,157318,1,1,720.0,0.0
M,35-44,Bachelors,Programmer,67958,0,5,653.0,0.0
F,45-54,Masters,Performer,101392,0,5,719.0,0.0
M,55-64,Masters,Performer,170368,0,4,326.0,0.0
M,25-34,Doctorate,Executive,164904,1,2,641.0,0.0
M,65+,Bachelors,Entrepreneur,224938,0,3,712.0,0.0
F,18-24,HighSchool,Secretary,25894,1,1,519.0,0.0
M,25-34,Masters,Executive,124933,1,2,681.0,0.0
M,25-34,Doctorate,Doctor,134068,1,1,719.0,1.0
M,25-34,Masters,Nurse,43965,1,2,951.0,1.0
M,55-64,Bachelors,Performer,159041,0,3,1195.0,0.0
F,55-64,Masters,Entrepreneur,115894,0,2,773.0,1.0
F,55-64,Masters,Performer,163242,0,4,412.0,0.0
F,65+,Masters,Performer,354487,0,2,428.0,0.0
F,45-54,HighSchool,Teacher,20323,1,1,626.0,0.0
F,25-34,Masters,Performer,132247,1,1,218.0,0.0
F,65+,Doctorate,Lawyer,174027,0,4,1287.0,0.0
M,55-64,Bachelors,Architect,99563,0,3,354.0,0.0
M,65+,Masters,Programmer,49907,1,1,285.0,0.0
F,25-34,Masters,Manager,77540,1,2,286.0,0.0
M,55-64,Bachelors,Executive,308040,0,3,519.0,0.0
M,55-64,Associate,Secretary,31834,0,3,867.0,0.0
M,65+,Doctorate,Lawyer,361001,0,2,660.0,0.0
F,45-54,HighSchool,Secretary,19071,1,1,556.0,0.0
M,45-54,Masters,Executive,251889,1,1,260.0,0.0
M,65+,Bachelors,Architect,40227,0,3,999.0,0.0
F,25-34,Masters,Entrepreneur,100172,1,1,728.0,1.0
M,45-54,Bachelors,Technician,75926,0,4,1059.0,0.0
M,55-64,Associate,Student,15233,0,3,676.0,0.0
M,65+,Associate,Janitor,15214,0,3,617.0,0.0
M,25-34,Bachelors,Performer,125504,0,5,564.0,0.0
M,45-54,Bachelors,Architect,50414,0,5,686.0,0.0
F,45-54,Masters,Executive,187151,1,2,1398.0,1.0
M,55-64,HighSchool,Clerk,31672,0,5,226.0,0.0
F,25-34,Doctorate,Entrepreneur,163968,1,2,722.0,1.0
M,25-34,HighSchool,Secretary,11095,1,2,1120.0,1.0
M,25-34,Associate,Clerk,10005,1,2,243.0,0.0
M,55-64,Associate,Secretary,30997,0,4,598.0,0.0
F,55-64,Masters,Executive,255571,0,4,471.0,0.0
M,65+,Masters,Performer,131219,0,5,312.0,0.0
F,35-44,Bachelors,Manager,93969,1,1,199.0,0.0
M,35-44,Masters,Performer,216047,0,4,171.0,0.0
M,35-44,Associate,Clerk,19547,0,5,439.0,0.0
M,35-44,Masters,Doctor,217877,1,2,451.0,0.0
F,65+,Masters,Performer,134874,0,5,442.0,0.0
F,35-44,HighSchool,Teacher,38774,0,5,636.0,0.0
M,55-64,Bachelors,Executive,117539,0,4,934.0,1.0
F,18-24,Associate,Janitor,35674,0,4,675.0,0.0
M,45-54,Masters,Executive,158875,0,5,1171.0,1.0
M,45-54,Masters,Performer,180601,0,4,705.0,0.0
M,25-34,HighSchool,Clerk,12426,1,2,677.0,0.0
F,25-34,Bachelors,Nurse,53682,1,2,578.0,0.0
M,18-24,Associate,Secretary,38479,1,2,427.0,0.0
M,25-34,Masters,Lawyer,119649,0,5,1343.0,1.0
F,25-34,Associate,Secretary,22585,1,1,233.0,0.0
M,35-44,Doctorate,Lawyer,139462,1,2,747.0,1.0
F,45-54,Bachelors,Entrepreneur,271304,0,5,763.0,1.0
M,35-44,Masters,Nurse,81949,0,5,1395.0,1.0
M,65+,Doctorate,Lawyer,156301,0,2,1441.0,1.0
F,25-34,Masters,Technician,92223,1,2,636.0,0.0
M,25-34,HighSchool,Janitor,10237,0,3,477.0,0.0
M,35-44,Associate,Janitor,22766,1,1,729.0,0.0
M,45-54,HighSchool,Student,23435,0,3,365.0,0.0
F,35-44,Masters,Entrepreneur,224958,0,3,1119.0,1.0
M,65+,Associate,Clerk,15587,0,4,254.0,0.0
M,25-34,Bachelors,Nurse,97847,1,2,300.0,0.0
M,35-44,HighSchool,Teacher,16297,0,2,795.0,1.0
F,65+,Bachelors,Manager,79188,0,3,216.0,0.0
M,55-64,HighSchool,Student,32580,0,5,268.0,0.0
M,55-64,Bachelors,Executive,126283,1,2,443.0,0.0
F,45-54,Masters,Technician,97340,0,3,541.0,0.0
M,35-44,HighSchool,Teacher,21966,1,2,553.0,0.0
M,35-44,HighSchool,Teacher,35135,1,1,672.0,0.0
M,25-34,Masters,Lawyer,152842,1,2,1479.0,1.0
M,25-34,Bachelors,Technician,92676,1,1,405.0,0.0
M,55-64,Masters,Architect,58400,1,1,500.0,0.0
M,18-24,HighSchool,Janitor,18888,0,4,395.0,0.0
M,45-54,Doctorate,Performer,144843,0,3,648.0,0.0
M,35-44,Masters,Lawyer,217372,1,2,1266.0,1.0
F,65+,Bachelors,Executive,199140,0,4,283.0,0.0
F,18-24,Bachelors,Manager,67096,0,4,805.0,1.0
M,55-64,Bachelors,Nurse,46990,0,4,549.0,0.0
M,65+,Bachelors,Programmer,91281,0,4,281.0,0.0
